,artist,track,acousticness,energy,popularity,favorite,prediction
121078,Bryant Myers,Tanta Falta,0.135,0.728,77,0,1
121088,MOMOLAND,BBoom BBoom,0.0149,0.7440000000000001,74,0,1
121090,Vance Joy,Like Gold,0.2239999999999999,0.7120000000000001,68,0,1
121163,DJ Khalil,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",0.159,0.933,73,0,1
121215,Alan Walker,Alone,0.2289999999999999,0.914,75,0,1
121225,Still Woozy,Habit,0.27,0.402,72,0,1
121233,Jorja Smith,Blue Lights,0.6659999999999999,0.57,73,0,1
121235,Gregory Alan Isakov,San Luis,0.86,0.434,69,0,1
121239,Blanco White,Olalla,0.662,0.409,74,0,1
121373,J Balvin,Peligrosa,0.0545,0.759,73,0,1
121375,Noah Kahan,Hurt Somebody (With Julia Michaels),0.3379999999999999,0.5589999999999999,77,0,1
121405,Nightcall,Let You Go,0.163,0.769,77,0,1
121406,Maikel Delacalle,Replay,0.203,0.8,75,0,1
121407,Kenny Man,Ni Gucci Ni Prada,0.41,0.6759999999999999,85,0,1
121462,Nao,If You Ever (feat. 6LACK),0.0895,0.62,66,0,1
121472,Jeremih,Surrounded (feat. Chris Brown & Wiz Khalifa),0.0392,0.45,66,0,1
121491,SHAUN,Way Back Home,0.405,0.7390000000000001,71,0,1
121671,ROSALÍA,DI MI NOMBRE - Cap.8: Éxtasis,0.885,0.534,73,0,1
121703,Jax Jones,Ring Ring (feat. Mabel & Rich The Kid),0.172,0.6409999999999999,76,0,1
121709,Des Rocs,Let Me Live / Let Me Die,0.034,0.759,71,0,1
121732,Kacey Musgraves,Love Is A Wild Thing,0.266,0.631,67,0,1
121740,Vic Mensa,Deserve It (feat. Mr Hudson),0.684,0.5660000000000001,44,0,1
121808,Two Feet,I Feel Like I'm Drowning,0.708,0.5770000000000001,75,0,1
121861,Justine Skye,Goodlove,0.0894,0.5770000000000001,57,0,1
121944,Sia,Helium (Sia vs. David Guetta & Afrojack),0.0977,0.5870000000000001,68,0,1
121967,Alvaro Soler,La Cintura,0.0201,0.845,77,0,1
122074,Miky Woodz,Na' Personal,0.0599,0.618,76,0,1
122382,Jonas Blue,Fast Car,0.469,0.578,76,0,1
122476,SiR,Summer in November,0.354,0.588,54,0,1
122787,MC Kevinho,O Bebê,0.248,0.7490000000000001,75,0,1
122850,Duki,She Don't Give a Fo,0.345,0.556,73,0,1
123171,Chayanne,Di Qué Sientes Tú,0.205,0.465,68,0,1
123279,03 Greedo,Beat That Thang Down (feat. PNB Rock),0.489,0.546,51,0,1
123785,Rise Against,Audience Of One - Ghost Note Symphonies,0.619,0.405,56,0,1
123849,Jordan Smith,Only Love,0.307,0.462,63,0,1
123869,Ariana Grande,"thank u, next",0.28,0.647,84,0,1
123872,Sheck Wes,Mo Bamba,0.1939999999999999,0.625,90,0,1
123873,Halsey,Without Me,0.297,0.488,96,0,1
123883,Bad Bunny,MIA (feat. Drake),0.0141,0.539,93,0,1
123885,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.153,0.7979999999999999,94,0,1
123889,Khalid,Better,0.0765,0.552,88,0,1
123894,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",0.0716,0.69,82,0,1
123896,benny blanco,Eastside (with Halsey & Khalid),0.555,0.68,90,0,1
123900,Cardi B,I Like It,0.099,0.726,89,0,1
123902,Post Malone,Psycho (feat. Ty Dolla $ign),0.58,0.5589999999999999,89,0,1
123904,Post Malone,rockstar (feat. 21 Savage),0.1169999999999999,0.535,91,0,1
123908,French Montana,No Stylist,0.0215,0.7040000000000001,86,0,1
123914,Lil Mosey,Noticed,0.462,0.5579999999999999,86,0,1
123916,Juice WRLD,Lucid Dreams,0.364,0.574,91,0,1
123918,Ariana Grande,God is a woman,0.0233,0.6579999999999999,86,0,1
123921,6ix9ine,"MAMA (feat. Nicki Minaj, Kanye West)",0.0893,0.672,79,0,1
123925,Kodak Black,ZEZE (feat. Travis Scott & Offset),0.0521,0.603,91,0,1
123929,Billie Eilish,come out and play,0.693,0.321,84,0,1
123930,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),0.0969,0.758,91,0,1
123931,Drake,Nice For What,0.0891,0.909,85,0,1
123936,Zara Larsson,Ruin My Life,0.423,0.6990000000000001,86,0,1
123939,Juice WRLD,Armed And Dangerous,0.186,0.67,87,0,1
123942,Ella Mai,Trip,0.225,0.61,83,0,1
123953,Kodak Black,MoshPit (feat. Juice WRLD),0.3939999999999999,0.627,77,0,1
123966,Kygo,Happy Now (feat. Sandro Cavazza),0.374,0.575,87,0,1
123971,Kodak Black,Gnarly (feat. Lil Pump),0.469,0.784,73,0,1
123973,Juice WRLD,Legends,0.115,0.7979999999999999,81,0,1
123992,Meek Mill,On Me (feat. Cardi B),0.0482,0.6659999999999999,74,0,1
123995,Playboi Carti,Shoota (feat. Lil Uzi Vert),0.191,0.649,79,0,1
124000,Billie Eilish,bitches broken hearts,0.919,0.422,83,0,1
124006,Future,Hard Work Pays Off,0.327,0.482,75,0,1
124018,Dua Lipa,Kiss and Make Up,0.0658,0.7290000000000001,86,0,1
124026,Drake,Mob Ties,0.0456,0.575,79,0,1
124029,Little Mix,Woman Like Me (feat. Nicki Minaj),0.173,0.8490000000000001,82,0,1
124044,Gunna,Sold Out Dates (feat. Lil Baby),0.433,0.5539999999999999,73,0,1
124048,Russ,Missin You Crazy,0.0991,0.7290000000000001,83,0,1
124051,Travis Scott,CAN'T SAY,0.201,0.708,80,0,1
124053,Kendrick Lamar,All The Stars (with SZA),0.0605,0.633,83,0,1
124059,Lil Skies,Creeping (feat. Rich the Kid),0.0108,0.687,79,0,1
124060,Lil Dicky,Freaky Friday (feat. Chris Brown),0.147,0.599,81,0,1
124061,Childish Gambino,This Is America,0.1169999999999999,0.4629999999999999,81,0,1
124069,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),0.166,0.6,82,0,1
124070,Ozuna,Vaina Loca,0.315,0.805,87,0,1
124072,Lauv,There's No Way (feat. Julia Michaels),0.49,0.625,85,0,1
124074,Shawn Mendes,In My Blood,0.0573,0.7120000000000001,86,0,1
124075,Post Malone,Paranoid,0.0379,0.5539999999999999,80,0,1
124081,Khalid,Suncity (feat. Empress Of),0.0998,0.63,81,0,1
124082,Cardi B,Ring (feat. Kehlani),0.049,0.5429999999999999,77,0,1
124084,JENNIE,SOLO,0.0861,0.642,79,0,1
124086,Ski Mask The Slump God,Take A Step Back,0.109,0.59,78,0,1
124089,Joyner Lucas,I Love,0.2739999999999999,0.565,77,0,1
124092,KYLE,Playinwitme (feat. Kehlani),0.3389999999999999,0.584,80,0,1
124099,6ix9ine,BEBE (feat. Anuel Aa),0.172,0.902,86,0,1
124105,Martin Garrix,Ocean (feat. Khalid),0.584,0.693,84,0,1
124109,Juice WRLD,Wasted (feat. Lil Uzi Vert),0.0442,0.5820000000000001,81,0,1
124115,Juice WRLD,Rich And Blind,0.0102,0.624,77,0,1
124120,Trippie Redd,Negative Energy,0.413,0.672,71,0,1
124123,Shawn Mendes,Lost In Japan - Remix,0.0882,0.852,82,0,1
124124,Travis Scott,WAKE UP,0.192,0.645,76,0,1
124132,A Boogie Wit da Hoodie,Come Closer (feat. Queen Naija),0.22,0.556,77,0,1
124146,Clean Bandit,Solo (feat. Demi Lovato),0.0441,0.636,86,0,1
124150,Twenty One Pilots,My Blood,0.0563,0.723,79,0,1
124151,A Boogie Wit da Hoodie,Savage,0.188,0.402,72,0,1
124157,Bad Bunny,NI BIEN NI MAL,0.556,0.449,88,0,1
124160,Juice WRLD,Black & White,0.0802,0.736,81,0,1
124162,Maroon 5,What Lovers Do (feat. SZA),0.0788,0.597,76,0,1
124166,G-Eazy,1942,0.0152,0.6459999999999999,76,0,1
124168,Logic,44 More,0.0635,0.589,78,0,1
124172,Joji,YEAH RIGHT,0.619,0.588,81,0,1
124174,SHAED,Trampoline,0.488,0.412,79,0,1
124176,A Boogie Wit da Hoodie,4 Min Convo (Favorite Song),0.359,0.65,71,0,1
124180,Bad Bunny,Otra Noche en Miami,0.1969999999999999,0.6459999999999999,80,0,1
124184,Mac Miller,Ladders,0.236,0.4629999999999999,77,0,1
124198,Bad Bunny,Cuando Perriabas,0.1369999999999999,0.705,78,0,1
124201,Ariana Grande,R.E.M,0.375,0.485,76,0,1
124202,Metro Boomin,Overdue (with Travis Scott),0.733,0.4,74,0,1
124206,Bad Bunny,Como Antes,0.6679999999999999,0.379,75,0,1
124208,Marc Anthony,Está Rico,0.266,0.74,81,0,1
124209,Charlie Puth,Attention,0.109,0.613,84,0,1
124218,YoungBoy Never Broke Again,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),0.21,0.88,73,0,1
124219,Bad Bunny,MIA,0.0142,0.5379999999999999,72,0,1
124225,6ix9ine,GOTTI,0.0524,0.584,76,0,1
124228,Travis Scott,HOUSTONFORNICATION,0.0985,0.723,75,0,1
124230,YoungBoy Never Broke Again,Murda (feat. Trippie Redd),0.28,0.5660000000000001,75,0,1
124239,Mac Miller,Hurt Feelings,0.3429999999999999,0.462,76,0,1
124251,benny blanco,I Found You (with Calvin Harris),0.033,0.872,80,0,1
124255,The Chainsmokers,Hope,0.488,0.6990000000000001,85,0,1
124256,LANCO,Born to Love You,0.13,0.902,72,0,1
124259,Travis Scott,ASTROTHUNDER,0.142,0.46,74,0,1
124262,Post Malone,Same Bitches (feat. G-Eazy & YG),0.379,0.774,77,0,1
124264,Dustin Lynch,Good Girl,0.16,0.696,74,0,1
124271,Quavo,FLIP THE SWITCH (feat. Drake),0.129,0.637,78,0,1
124275,LANCO,Greatest Love Story,0.401,0.617,75,0,1
124277,Becky G,Cuando Te Besé,0.307,0.732,85,0,1
124279,6ix9ine,GUMMO,0.0553,0.775,75,0,1
124287,Kygo,Remind Me to Forget,0.193,0.508,81,0,1
124288,Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),0.162,0.8140000000000001,72,0,1
124297,Travis Scott,WHO? WHAT!,0.0462,0.731,73,0,1
124308,David Guetta,Say My Name,0.1369999999999999,0.66,75,0,1
124315,Post Malone,Takin' Shots,0.597,0.625,77,0,1
124316,Khalid,Vertigo,0.552,0.4579999999999999,76,0,1
124325,Twenty One Pilots,Jumpsuit,0.00849,0.61,78,0,1
124326,Teyana Taylor,Gonna Love Me,0.402,0.506,73,0,1
124340,Pedro Capó,Calma - Remix,0.3229999999999999,0.773,96,0,1
124345,Shawn Mendes,Youth (feat. Khalid),0.56,0.596,80,0,1
124347,Ansel Elgort,Supernova,0.0596,0.618,77,0,1
124348,Panic! At The Disco,"Hey Look Ma, I Made It",0.0137,0.833,80,0,1
124352,Jason Aldean,Drowns The Whiskey (feat. Miranda Lambert),0.294,0.698,71,0,1
124354,Lil Peep,Sex with My Ex,0.0472,0.77,72,0,1
124358,YoungBoy Never Broke Again,No Mentions,0.27,0.54,71,0,1
124371,Jason Aldean,Girl Like You,0.035,0.88,75,0,1
124373,Twenty One Pilots,Nico And The Niners,0.0699,0.602,77,0,1
124378,YNW Melly,Butter Pecan,0.0896,0.691,76,0,1
124384,Childish Gambino,Summertime Magic,0.0129,0.579,74,0,1
124386,Camila Cabello,Real Friends,0.235,0.512,79,0,1
124392,Rita Ora,Only Want You,0.0599,0.528,80,0,1
124393,Mac Miller,What's the Use?,0.736,0.492,74,0,1
124394,Maggie Rogers,Light On,0.201,0.569,75,0,1
124398,Young Thug,High (feat. Elton John),0.223,0.498,73,0,1
124399,Lil Xan,Betrayed,0.434,0.434,76,0,1
124413,Chris Lane,I Don't Know About You,0.601,0.8079999999999999,75,0,1
124418,Lil Yachty,66,0.0455,0.723,73,0,1
124423,Queen Naija,Karma,0.172,0.5710000000000001,72,0,1
124427,Lil Wayne,Famous (feat. Reginae Carter),0.0301,0.568,67,0,1
124428,Charlie Puth,The Way I Am,0.314,0.769,75,0,1
124431,Lil Peep,Cry Alone,0.0366,0.856,72,0,1
124439,YoungBoy Never Broke Again,No Love,0.283,0.735,71,0,1
124443,Yung Bans,Ridin (feat. Landon Cube & YBN Nahmir),0.606,0.439,71,0,1
124448,BLACKPINK,DDU-DU DDU-DU,0.0323,0.8590000000000001,76,0,1
124454,KYLE,Hey Julie! (feat. Lil Yachty),0.0446,0.505,74,0,1
124457,Cardi B,Thru Your Phone,0.17,0.5489999999999999,72,0,1
124458,Lil Peep,Broken Smile (My All),0.0459,0.517,71,0,1
124462,Reik,Me Niego,0.0543,0.779,82,0,1
124464,Cash Cash,Finest Hour (feat. Abir),0.0789,0.7290000000000001,73,0,1
124480,Joyner Lucas,Stranger Things,0.4429999999999999,0.6629999999999999,75,0,1
124483,Lil Xan,Lies (feat. Lil Skies),0.0262,0.626,71,0,1
124486,Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),0.0776,0.904,81,0,1
124487,Maluma,Felices los 4,0.213,0.7559999999999999,80,0,1
124488,Chris Lane,Take Back Home Girl (feat. Tori Kelly),0.356,0.7829999999999999,74,0,1
124494,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,0.591,0.4479999999999999,72,0,1
124502,Travis Scott,COFFEE BEAN,0.0862,0.5820000000000001,71,0,1
124505,NF,NO NAME,0.218,0.789,71,0,1
124506,Roddy Ricch,Die Young,0.221,0.642,77,0,1
124515,Mac Miller,Wings,0.818,0.33,71,0,1
124518,Ciara,Level Up,0.0142,0.825,76,0,1
124521,Anderson .Paak,Tints (feat. Kendrick Lamar),0.0859,0.833,71,0,1
124522,Shakira,Clandestino,0.39,0.8220000000000001,80,0,1
124524,Bryson Tiller,Canceled,0.157,0.611,73,0,1
124533,Bryant Myers,Triste,0.4029999999999999,0.7240000000000001,73,0,1
124535,Drake,Finesse,0.133,0.32,72,0,1
124541,J Balvin,No Es Justo,0.161,0.8109999999999999,80,0,1
124545,Lennon Stella,La Di Da,0.195,0.679,79,0,1
124547,Vic Mensa,Reverse (Ft. G-Eazy),0.031,0.703,72,0,1
124554,Twenty One Pilots,Smithereens,0.296,0.5479999999999999,73,0,1
124558,Oliver Tree,Alien Boy,0.111,0.599,76,0,1
124567,Sia,"Genius (with Sia, Diplo & Labrinth)",0.0864,0.621,77,0,1
124569,Jhene Aiko,Never Call Me (feat. YG) - Remix,0.6940000000000001,0.419,72,0,1
124572,Ruel,Younger,0.2019999999999999,0.477,79,0,1
124579,Shawn Mendes,Where Were You In The Morning?,0.5539999999999999,0.519,78,0,1
124580,Juice WRLD,Candles,0.348,0.5820000000000001,75,0,1
124584,EXO,Tempo,0.237,0.8420000000000001,74,0,1
124589,Brytiago,Asesina,0.614,0.6629999999999999,76,0,1
124590,Lele Pons,Celoso,0.352,0.703,79,0,1
124606,Twenty One Pilots,Neon Gravestones,0.379,0.427,72,0,1
124611,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),0.3429999999999999,0.61,72,0,1
124618,Nick Jonas,Right Now,0.0104,0.7509999999999999,79,0,1
124626,Lil Mosey,Yoppa (with BlocBoy JB),0.122,0.497,73,0,1
124634,Joji,R.I.P. (feat. Trippie Redd),0.618,0.515,71,0,1
124635,Zion & Lennox,La Player (Bandolera),0.16,0.838,82,0,1
124638,Twenty One Pilots,Pet Cheetah,0.0615,0.684,71,0,1
124640,Mac Miller,Dunno,0.768,0.2289999999999999,70,0,1
124641,KIDS SEE GHOSTS,Feel The Love,0.126,0.469,72,0,1
124648,Lil Tjay,Brothers,0.695,0.421,78,0,1
124652,Ruel,Dazed & Confused,0.102,0.5,78,0,1
124653,Metro Boomin,Up To Something (feat. Travis Scott & Young Thug),0.319,0.616,66,0,1
124684,Rita Ora,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",0.0164,0.69,76,0,1
124685,EXO,Love Shot,0.0702,0.6779999999999999,78,0,1
124687,J Balvin,Mi Gente,0.0168,0.7040000000000001,77,0,1
124695,A$AP Rocky,A$AP Forever,0.2239999999999999,0.78,72,0,1
124705,Mumford & Sons,Woman,0.662,0.555,65,0,1
124709,Twenty One Pilots,The Hype,0.0105,0.816,72,0,1
124712,Kris Kross Amsterdam,Whenever (feat. Conor Maynard),0.151,0.765,81,0,1
124718,BROCKHAMPTON,1999 WILDFIRE,0.253,0.57,72,0,1
124724,Joyner Lucas,I Don't Die,0.099,0.8759999999999999,71,0,1
124733,Shawn Mendes,Nervous,0.0404,0.623,77,0,1
124760,Imagine Dragons,Boomerang,0.139,0.5589999999999999,73,0,1
124771,Liam Payne,Familiar,0.0161,0.805,78,0,1
124772,Dua Lipa,Want To,0.0788,0.691,77,0,1
124783,Maluma,El Préstamo,0.205,0.74,77,0,1
124803,Vince Staples,Home,0.00563,0.716,74,0,1
124810,Karol G,Mi Cama - Remix,0.299,0.784,77,0,1
124817,OneRepublic,Start Again (feat. Logic),0.162,0.722,74,0,1
124820,Alec Benjamin,Water Fountain,0.3879999999999999,0.504,76,0,1
124825,Camila Cabello,She Loves Control,0.166,0.758,74,0,1
124835,Bazzi,Star,0.3,0.389,73,0,1
124838,YK Osiris,Valentine,0.1119999999999999,0.528,76,0,1
124840,Shawn Mendes,Like To Be You (feat. Julia Michaels),0.812,0.451,75,0,1
124853,Why Don't We,Talk,0.0588,0.7,71,0,1
124860,The Weeknd,Privilege,0.913,0.595,71,0,1
124883,MKTO,How Can I Forget,0.69,0.53,76,0,1
124884,RM,seoul (prod. HONNE),0.344,0.664,69,0,1
124888,Thutmose,Memories,0.0567,0.647,73,0,1
124892,Twenty One Pilots,Leave The City,0.726,0.379,69,0,1
124894,ZAYN,Fingers,0.346,0.434,72,0,1
124908,Danny Ocean,Epa Wei,0.233,0.82,79,0,1
124919,Ozuna,Balenciaga,0.0552,0.436,71,0,1
124940,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.0476,0.772,73,0,1
124951,Wisin & Yandel,Dame Algo,0.176,0.723,72,0,1
124985,Camila Cabello,All These Years,0.609,0.436,74,0,1
124986,Lauv,Chasing Fire,0.0449,0.562,73,0,1
124987,ayokay,Stay With Me,0.489,0.695,75,0,1
125004,Alec Benjamin,Boy In The Bubble,0.2239999999999999,0.578,74,0,1
125023,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",0.301,0.659,71,0,1
125053,Charlotte Lawrence,Stole Your Car,0.0729,0.7120000000000001,75,0,1
125070,KREAM,Deep End - Eden Prince Remix,0.0154,0.848,72,0,1
125075,James TW,Say Love,0.118,0.449,77,0,1
125077,Wisin & Yandel,Reggaetón en lo Oscuro,0.0613,0.898,81,0,1
125086,Gryffin,Remember (with ZOHARA),0.0975,0.901,76,0,1
125089,Thalía,No Me Acuerdo,0.175,0.784,81,0,1
125093,Yung Gravy,Mr. Clean,0.685,0.701,76,0,1
125100,Zion & Lennox,Hola,0.069,0.789,76,0,1
125107,iKON,KILLING ME,0.465,0.672,72,0,1
125151,BTS,Singularity,0.5539999999999999,0.271,72,0,1
125155,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",0.0127,0.659,75,0,1
125167,Janelle Monáe,Make Me Feel,0.132,0.413,71,0,1
125182,Years & Years,If You're Over Me,0.0615,0.853,77,0,1
125183,Cuco,Drown,0.455,0.615,68,0,1
125189,Lady Gaga,Heal Me,0.0481,0.544,71,0,1
125196,BTS,Airplane pt.2,0.0268,0.8170000000000001,71,0,1
125231,Nicki Minaj,Bed (feat. Ariana Grande),0.0348,0.73,76,0,1
125257,BTS,Love Maze,0.0487,0.8759999999999999,71,0,1
125304,Ella Mai,Shot Clock,0.654,0.512,79,0,1
125353,Alan Walker,Ignite,0.0208,0.8640000000000001,74,0,1
125377,Karol G,Pineapple,0.0431,0.667,72,0,1
125384,Calvin Harris,One Kiss (with Dua Lipa) - Oliver Heldens Remix,0.251,0.752,72,0,1
125402,CNCO,Hey DJ,0.0317,0.809,74,0,1
125404,Casting Crowns,Only Jesus,0.154,0.7120000000000001,66,0,1
125408,Cavetown,Lemon Boy,0.184,0.478,69,0,1
125435,Calibre 50,Mi Sorpresa Fuiste Tú,0.624,0.435,69,0,1
125463,Liam Payne,First Time,0.114,0.759,71,0,1
125466,Nacho,Déjalo,0.1989999999999999,0.795,82,0,1
125469,Jacquees,Inside feat. Trey Songz,0.0163,0.578,64,0,1
125488,Conan Gray,Lookalike,0.7659999999999999,0.302,70,0,1
125529,Mamamoo,Egotistic,0.315,0.833,73,0,1
125534,RÜFÜS DU SOL,Treat You Better,0.356,0.539,66,0,1
125560,EDEN,crash,0.872,0.212,67,0,1
125584,Piso 21,Te Amo,0.0204,0.7240000000000001,79,0,1
125601,Zak Abel,You Come First (feat. Saweetie),0.0352,0.7190000000000001,71,0,1
125649,Mario Bautista,Baby Girl (feat. Lalo Ebratt),0.0275,0.705,83,0,1
125674,R3HAB,Lullaby,0.0267,0.8,75,0,1
125705,Tayla Parx,Runaway (feat. Khalid),0.0688,0.527,67,0,1
125708,Mitch James,Bright Blue Skies,0.259,0.373,73,0,1
125709,Logic,Ballin,0.0475,0.8540000000000001,71,0,1
125721,Nipsey Hussle,Last Time That I Checc'd (feat. YG),0.0289,0.746,79,0,1
125743,BTS,Magic Shop,0.103,0.6609999999999999,69,0,1
125748,Brett Young,Chapters,0.179,0.613,62,0,1
125776,Jeremih,FYT (feat. French Montana),0.0406,0.452,66,0,1
125803,Martin Garrix,Dreamer,0.0507,0.639,71,0,1
125854,Lady Gaga,Music To My Eyes,0.392,0.356,73,0,1
125879,Jennifer Lopez,El Anillo,0.0248,0.691,71,0,1
125987,Jorja Smith,Goodbyes,0.866,0.184,68,0,1
126059,Jason Mraz,Let's See What The Night Can Do,0.27,0.423,66,0,1
126063,Mozart La Para,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix",0.0391,0.757,73,0,1
126073,BTS,134340,0.153,0.688,67,0,1
126125,Grace VanderWaal,Clearly,0.125,0.6729999999999999,67,0,1
126192,HONNE,Day 1 ◑,0.21,0.581,68,0,1
126204,Robin Schulz,Speechless (feat. Erika Sirola),0.0161,0.728,88,0,1
126205,LANY,Let Me Know,0.264,0.391,66,0,1
126238,ROSALÍA,PIENSO EN TU MIRÁ - Cap.3: Celos,0.0909,0.6759999999999999,71,0,1
126253,Mr. Probz,Space for Two,0.466,0.6,72,0,1
126271,The Neighbourhood,Nervous,0.0213,0.614,68,0,1
126325,R3HAB,Freak - Joe Stone 2K18 Edit,0.222,0.855,72,0,1
126400,Florence + The Machine,Sky Full Of Song,0.731,0.32,67,0,1
126438,Dermot Kennedy,"Heartless - Recorded At RAK Studios, London",0.226,0.535,68,0,1
126478,Cartel De Santa,Pollo y Conejo,0.5589999999999999,0.71,72,0,1
126556,Conan Gray,Generation Why,0.347,0.684,70,0,1
126590,Adam Craig,Why Can't She,0.217,0.614,58,0,1
126677,David Bisbal,A Partir De Hoy,0.186,0.857,77,0,1
126880,James TW,Soldier,0.253,0.648,74,0,1
126921,Amy Helm,Christmas Must Be Tonight - Recorded at Spotify Studios NYC,0.19,0.514,26,0,1
126964,Sigala,Somebody,0.0938,0.8490000000000001,72,0,1
127004,Selena Gomez,Back To You - Joey Pecoraro Remix,0.365,0.6579999999999999,70,0,1
127038,Blood Orange,Hope,0.411,0.2269999999999999,62,0,1
127041,The Script,"Never Seen Anything ""Quite Like You"" - Acoustic",0.799,0.3979999999999999,70,0,1
127052,Jungle,Beat 54 (All Good Now),0.517,0.695,66,0,1
127502,Banx & Ranx,Answerphone (feat. Yxng Bane),0.0387,0.8340000000000001,72,0,1
127515,The Afters,Well Done,0.304,0.542,62,0,1
127527,Morat,Cuando Nadie Ve,0.118,0.7879999999999999,79,0,1
127617,ROSALÍA,QUE NO SALGA LA LUNA - Cap.2: Boda,0.763,0.655,67,0,1
127635,S. Carey,More I See,0.2239999999999999,0.46,62,0,1
127707,This Band,Kahit Ayaw Mo Na,0.341,0.529,80,0,1
127927,Devin Dawson,Asking For A Friend - Songs in the Key of F - Live,0.251,0.47,31,0,1
127985,Kolohe Kai,Heartstrings,0.716,0.621,46,0,1
128053,Brothers Osborne,"Weed, Whiskey And Willie",0.299,0.3389999999999999,55,0,1
128060,James Hype,No Drama (feat. Craig David),0.168,0.934,73,0,1
128220,LAY,Give Me A Chance,0.11,0.679,55,0,1
128265,Jacquees,4275 feat. Birdman,0.306,0.586,55,0,1
128336,Muse,The Void,0.431,0.551,58,0,1
128351,KREAM,Decisions (feat. Maia Wright),0.0534,0.785,75,0,1
128398,Khea,Como Le Digo,0.181,0.385,69,0,1
128571,Elina,Wild Enough,0.8909999999999999,0.2289999999999999,71,0,1
128978,Durand Jones & The Indications,Is It Any Wonder?,0.636,0.3779999999999999,56,0,1
129394,Dr. Dog,Buzzing in the Light,0.237,0.4429999999999999,58,0,1
129689,Joshua Hyslop,Long Way Down,0.8320000000000001,0.2319999999999999,66,0,1
129751,George Ogilvie,Surveillance,0.718,0.303,66,0,1
129787,Melendi,Destino o casualidad,0.524,0.525,72,0,1
130263,Don Diablo,"Survive (feat. Emeli Sandé, Gucci Mane)",0.7140000000000001,0.772,72,0,1
130415,Gaullin,Moonlight,0.0529,0.7609999999999999,86,0,1
130503,Paloma Mami,No Te Enamores,0.5870000000000001,0.735,84,0,1
